ITEM,AIN,MIN BID,IMP,NSB#,LEGAL DESCRIPTION,LOCATION,PROPERTY ADDRESS,clean_address,Latitude,Longitude
1782,3033-027-042,"$3,452",,522,TRACT NO 27191 LOT 25,COUNTY OF LOS ANGELES,"VAC/VIC AVE UT/219 STE BLACK BUTTE CA 93591
0000",VAC/VIC AVE UT/219 STE BLACK BUTTE CA 93591,,
1783,3036-002-045,"$3,547",,522,E 1/2 OF W 1/2 OF NE 1/4 OF NE 1/4 OF NE 1/4 OF SEC 30 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC AVE W/155 STE BLACK BUTTE CA 93591
0000",VAC/VIC AVE W/155 STE BLACK BUTTE CA 93591,,
1784,3036-004-031,"$3,606",,522,W 1/2 OF E 1/2 OF SW 1/4 OF SE 1/4 OF SEC 30 T 5N R 9W,COUNTY OF LOS ANGELES,VAC/VIC AVE X/150 STE BLACK BUTTE CA 93591 0000,VAC/VIC AVE X/150 STE BLACK BUTTE CA 93591,,
1785,3036-009-040,"$3,716",Y,522,N 1/2 OF S 1/2 OF S 1/2 OF NE 1/4 OF NE 1/4 EX OF ST OF SEC 20 T 5N R 9W,COUNTY OF LOS ANGELES,34645 165TH ST E LLANO CA 93544 1112,34645 165TH ST E LLANO CA 93544,,
1786,3036-011-024,"$2,861",,522,S 1/2 OF N 1/2 OF N 1/2 OF NW 1/4 OF NW 1/4 (EX OF ST) OF SEC 21 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/165 STE(PAV)/VIC AVE V BLACK BUTTE CA 93591
0000",VAC/165 STE(PAV)/VIC AVE V BLACK BUTTE CA 93591,,
1787,3036-013-024,"$8,794",,522,SW 1/4 OF SW 1/4 OF NE 1/4 OF NW 1/4 OF SEC 28 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/AVE W4(DRT)/168 STE BLACK BUTTE CA 93591
0000",VAC/AVE W4(DRT)/168 STE BLACK BUTTE CA 93591,,
1788,3036-014-010,"$5,195",,522,E 1/2 OF E 1/2 OF N 1/2 OF NW 1/4 OF NE 1/4 OF SEC 28 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/AVE W(DRT)/VIC 170 STE BLACK BUTTE CA
93591 0000",VAC/AVE W(DRT)/VIC 170 STE BLACK BUTTE CA 93591,,
1789,3036-021-021,"$33,649",Y,522,"LAND DESC IN DOC 0124302,840131 POR OF NW 1/4 OF SEC 31 T 5N R 9W",COUNTY OF LOS ANGELES,32797 VALYERMO RD VALYERMO CA 93563 9998,32797 VALYERMO RD VALYERMO CA 93563,34.4538604,-117.8589679
1792,3037-002-011,"$3,839",,522,"W 200 FT OF E 400 FT OF SW 1/4 OF SE 1/4 OF NW 1/4 EX OF ST OF SEC 24 T 5N R
10W",COUNTY OF LOS ANGELES,"VAC/PEARBLOSSOM HWY/VIC 140 STE
PEARBLOSSOM CA 93553 0000",VAC/PEARBLOSSOM HWY/VIC 140 STE PEARBLOSSOM CA 93553,,
1793,3037-014-008,"$4,586",,522,5 ACS S 1/2 OF SE 1/4 OF SW 1/4 OF SW 1/4 OF SEC 24 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC VALERERMO RD/ 136 STE PEARLBLOSSM
CA 93553 0000",VAC/VIC VALERERMO RD/ 136 STE PEARLBLOSSM CA 93553,,
1794,3037-014-009,"$4,678",,522,5 ACS N 1/2 OF SE 1/4 OF SW 1/4 OF SW 1/4 OF SEC 24 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC 136 STE/VALEYERNMO PEARLBLOSSOM C
93553 0000",VAC/VIC 136 STE/VALEYERNMO PEARLBLOSSOM C 93553,,
1795,3037-014-010,"$4,514",,522,5 ACS S 1/2 OF NE 1/4 OF SW 1/4 OF SW 1/4 OF SEC 24 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC 136 STE-/AVE V12 PEARLBLOSSOM 93553
0000",VAC/VIC 136 STE-/AVE V12 PEARLBLOSSOM 93553,,
1796,3037-026-031,"$1,651",,522,"0.54 MORE OR LESS AC COM N ON E LINE OF SEC 26 T 5N R 10W 130 FT FROM SE
COR OF NE 1/4 OF SE 1/4 OF NE 1/4 OF SE 1/4 OF SD SEC TH N ON SD E LINE TO A
PT S THEREON 100 FT FROM S LINE OF NE 1/4 OF NE 1/4 OF SE 1/4 OF SD SEC TH W
235 FT TH S TO A PT W FROM BEG TH E 235 FT TO BEG PART OF NE 1/4 OF SE 1/4
OF NE 1/4 OF SE 1/4 OF SEC 26 T 5N R 10W",COUNTY OF LOS ANGELES,"VAC/VIC AVE WII/136 STE PEARBLOSSOM CA 93553
0000",VAC/VIC AVE WII/136 STE PEARBLOSSOM CA 93553,,
1797,3037-029-008,"$9,620",,522,W 2 1/3 ACS OF NW 1/4 OF SW 1/4 OF SE 1/4 OF SEC 25 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC VALYERMO RD/136 STE PEARBLOSSOM CA
93553 0000",VAC/VIC VALYERMO RD/136 STE PEARBLOSSOM CA 93553,,
1798,3038-002-012,"$4,582",,522,S 132 FT OF N 1/2 OF W 1/2 OF E 1/2 OF SE 1/4 OF NE 1/4 OF SEC 22 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC AVE V6/125TH STE PEARBLOSSOM CA 93553
0000",VAC/VIC AVE V6/125TH STE PEARBLOSSOM CA 93553,,
1799,3038-002-045,"$21,486",,522,"THAT PART OUTSIDE CO LTG MAINT DIST NO 10014 OF W 1/2 OF SW 1/4 OF NE 1/4
OF SEC 22 T 5N R 10W",COUNTY OF LOS ANGELES,"VAC/VIC 121ST STE/PEARBLOSSOM HW
PEARBLOSSOM CA 93553 0000",VAC/VIC 121ST STE/PEARBLOSSOM HW PEARBLOSSOM CA 93553,,
1800,3038-006-022,"$5,821",,522,"RECORD OF SURVEY AS PER BK 74 P 18 19 OF R S THAT PART N OF A LINE
PARALLEL WITH AND DIST N AT R/A 75 FT FROM S LINE EX OF ST OF LOT 24",COUNTY OF LOS ANGELES,"VAC/LONGVIEW RD(DRT)/VIC AVE V6 PEARBLOSSOM
CA 93553 0000",VAC/LONGVIEW RD(DRT)/VIC AVE V6 PEARBLOSSOM CA 93553,,
1801,3038-008-011,"$39,537",Y,522,W 220 FT OF S 330 FT (EX OF ST) OF NE 1/4 OF SW 1/4 OF SEC 23 T 5N R 10W,COUNTY OF LOS ANGELES,34004 128TH ST E PEARBLOSSOM CA 93553 3301,34004 128TH ST E PEARBLOSSOM CA 93553,,
1802,3038-029-011,"$4,849",,522,RECORD OF SURVEY AS PER BK 74 PG 1-2 OF R S LOT 24,COUNTY OF LOS ANGELES,"VAC/COR AVE W14(DRT)/126 STE(DRT
PEARBLOSSOM CA 93553 0000",VAC/COR AVE W14(DRT)/126 STE(DRT PEARBLOSSOM CA 93553,,
1803,3038-029-016,"$3,003",,522,RECORD OF SURVEY AS PER BK 74 PG 1-2 OF R S LOT 29,COUNTY OF LOS ANGELES,"VAC/COR AVE X(DRT)/123 STE(DRT) PEARBLOSSOM
CA 93553 0000",VAC/COR AVE X(DRT)/123 STE(DRT) PEARBLOSSOM CA 93553,,
1804,3038-031-002,"$4,868",,522,5 ACS W 1/2 OF NW 1/4 OF NE 1/4 OF SW 1/4 OF SEC 26 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC AVE W8/128 STE PEARBLOSSOM CA 93553
0000",VAC/VIC AVE W8/128 STE PEARBLOSSOM CA 93553,,
1805,3038-035-006,"$5,563",,522,RECORD OF SURVEY AS PER BK 77 PG 93 TO 97 OF R S LOT 10,COUNTY OF LOS ANGELES,"VAC/122 STE(DRT)/VIC AVE W2 PEARBLOSSOM CA
93553 0000",VAC/122 STE(DRT)/VIC AVE W2 PEARBLOSSOM CA 93553,,
1806,3039-003-028,"$3,337",,522,2.5 MORE OR LESS ACS NE 1/4 OF NE 1/4 OF SE 1/4 OF SE 1/4 OF SEC 1 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC AVE T/146TH STE SUN VILLAGE CA 93543
0000",VAC/VIC AVE T/146TH STE SUN VILLAGE CA 93543,,
1807,3039-003-029,"$2,355",,522,2.5 MORE OR LESS ACS SW 1/4 OF NE 1/4 OF SE 1/4 OF SE 1/4 OF SEC 1 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC AVE T/146TH STE SUN VILLAGE CA 93543
0000",VAC/VIC AVE T/146TH STE SUN VILLAGE CA 93543,,
1808,3039-005-013,"$5,208",,522,LOT 15 IN NW 1/4 OF SEC 2 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/131ST STE(NOG/VIC AVE S2 SUN VILLAGE CA
93543 0000",VAC/131ST STE(NOG/VIC AVE S2 SUN VILLAGE CA 93543,,
1809,3039-005-034,"$4,169",,522,NW1/4 OF NE1/4 OF W1/2 OF LOT 1 IN NE1/4 OF SEC 2 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/AVE S4(NOG)/VIC 133RD STE SUN VILLAGE CA
93543 0000",VAC/AVE S4(NOG)/VIC 133RD STE SUN VILLAGE CA 93543,,
1810,3039-006-019,"$6,382",,522,RECORD OF SURVEY AS PER BK 71 PG 8-9 OF R S LOT 57,COUNTY OF LOS ANGELES,"VAC/COR 126TH STE/AVE S4 SUN VILLAGE CA 93543
0000",VAC/COR 126TH STE/AVE S4 SUN VILLAGE CA 93543,,
1811,3039-010-006,"$3,441",,522,RECORD OF SURVEY AS PER BK 71 PG 8-9 OF R S EX OF ST LOT 87,COUNTY OF LOS ANGELES,"VAC/AVE T/VIC 124TH STE SUN VILLAGE CA 93543
0000",VAC/AVE T/VIC 124TH STE SUN VILLAGE CA 93543,,
1812,3039-010-013,"$3,478",,522,RECORD OF SURVEY AS PER BK 71 PG 8-9 OF R S LOT 94,COUNTY OF LOS ANGELES,"VAC/AVE S12/VIC 124TH STE SUN VILLAGE CA 93543
0000",VAC/AVE S12/VIC 124TH STE SUN VILLAGE CA 93543,,
1813,3039-012-013,"$3,577",,522,RECORD OF SURVEY AS PER BK 70 PG 47 OF R S LOT 51,COUNTY OF LOS ANGELES,"VAC/AVE S4/VIC 116TH STE SUN VILLAGE CA 93543
0000",VAC/AVE S4/VIC 116TH STE SUN VILLAGE CA 93543,,
1814,3039-013-001,"$4,605",,522,RECORD OF SURVEY AS PER BK 70 PG 47 OF R S LOT 1,COUNTY OF LOS ANGELES,"VAC/COR 121ST STE/AVE S7 SUN VILLAGE CA 93543
0000",VAC/COR 121ST STE/AVE S7 SUN VILLAGE CA 93543,,
1815,3039-023-012,"$5,023",,522,THAT PART OF S 1/2 OF SW 1/4 OF NE 1/4 LYING S OF S P R R R/W,COUNTY OF LOS ANGELES,"VAC/VIC 120 STE/AVE T8 PEARBLOSSOM CA 93553
0000",VAC/VIC 120 STE/AVE T8 PEARBLOSSOM CA 93553,,
1816,3039-023-026,"$6,787",,522,*TR=29186 LOT 14,COUNTY OF LOS ANGELES,"VAC/VIC 123RD STE/AVE T6 SUN VILLAGE CA 93543
0000",VAC/VIC 123RD STE/AVE T6 SUN VILLAGE CA 93543,,
1817,3039-023-028,"$9,482",,522,"LAND DESC INC DOC 0864140,840719*POR OF SE 1/4 OF NE 1/4 OF SEC 10 T5N
R10W",COUNTY OF LOS ANGELES,"VAC/VIC AVE T8/123 STE PEARBLOSSOM CA 93553
0000",VAC/VIC AVE T8/123 STE PEARBLOSSOM CA 93553,,
1819,3039-026-051,"$3,376",,522,"1 MORE OR LESS ACS W 132 FT OF E 1056 FT OF N 1/2 OF N 1/2 OF NE 1/4 OF SE 1/4
OF SEC 14 T 5N R 10W",COUNTY OF LOS ANGELES,"VAC/VIC AVE U8/134 STE PEARBLOSSOM CA 93553
0000",VAC/VIC AVE U8/134 STE PEARBLOSSOM CA 93553,,
1820,3039-026-075,"$2,687",,522,"N 1/2 OF THAT PART W OF E 1056 FT OF S 1/2 OF N 1/2 OF NE 1/4 OF SE 1/4 OF SEC
14 T 5N R 10W",COUNTY OF LOS ANGELES,"VAC/VIC 134 STE/U6 STE PEARBLOSSOM CA 93553
0000",VAC/VIC 134 STE/U6 STE PEARBLOSSOM CA 93553,,
1821,3039-026-077,"$2,773",,522,"LOT COM S ON E LINE OF SE 1/4 OF SEC 14 T 5N R 10W 165 FT FROM NE COR OF
SD SE 1/4 TH W 264 FT TH S TO S LINE OF N 1/2 OF N 1/2 OF NE 1/4 OF SE 1/4 OF SD
SEC TH E ON SD S LINE TO SD E LINE TH N THEREON TO BEG PART OF N 1/2 OF N
1/2 OF NE 1/4 OF SE 1/4 OF SEC 14 T 5N R 10W",COUNTY OF LOS ANGELES,"VAC/136 STE(DRT)/VIC AVE U8 PEARBLOSSOM CA
93553 0000",VAC/136 STE(DRT)/VIC AVE U8 PEARBLOSSOM CA 93553,,
1822,3039-027-080,"$2,758",,522,NE 1/4 OF NW 1/4 OF NE 1/4 OF SE 1/4 OF SEC 15 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC AVE U8/124 STE PEARBLOSSOM CA 93553
0000",VAC/VIC AVE U8/124 STE PEARBLOSSOM CA 93553,,
1823,3039-031-016,"$5,720",Y,522,"THAT PART E OF W 220 FT OF NE 1/4 OF NE 1/4 OF NW 1/4 OF SW 1/4 OF SEC 12 T
5N R 10W",COUNTY OF LOS ANGELES,13750 E AVENUE T8 PEARBLOSSOM CA 93553 3300,13750 E AVENUE T8 PEARBLOSSOM CA 93553,,
1824,3040-003-026,"$2,292",,522,TRACT NO 10292 LOT 6 BLK 24,COUNTY OF LOS ANGELES,"VAC/AVE R10/VIC 132ND STE SUN VILLAGE CA 93543
0000",VAC/AVE R10/VIC 132ND STE SUN VILLAGE CA 93543,,
1825,3040-004-013,"$2,496",,522,TRACT NO 10292 LOT 13 BLK 25,COUNTY OF LOS ANGELES,"VAC/AVE R14/VIC LONGVIEW RD SUN VILLAGE CA
93543 0000",VAC/AVE R14/VIC LONGVIEW RD SUN VILLAGE CA 93543,,
1826,3040-004-016,"$2,087",,522,TRACT NO 10292 LOT 16 BLK 25,COUNTY OF LOS ANGELES,"VAC/AVE R14/VIC 132ND STE SUN VILLAGE CA 93543
0000",VAC/AVE R14/VIC 132ND STE SUN VILLAGE CA 93543,,
1827,3040-005-035,"$2,767",,522,TRACT NO 10292 (EX OF ST) LOT 15 BLK 31,COUNTY OF LOS ANGELES,"VAC/AVE S/VIC LONGVIEW RD SUN VILLAGE CA
93543 0000",VAC/AVE S/VIC LONGVIEW RD SUN VILLAGE CA 93543,,
1828,3040-007-013,"$2,227",,522,TRACT NO 10292 LOT 15 BLK 10,COUNTY OF LOS ANGELES,"VAC/AVE R6/VIC LONGVIEW RD SUN VILLAGE CA
93543 0000",VAC/AVE R6/VIC LONGVIEW RD SUN VILLAGE CA 93543,,
1829,3040-008-004,"$3,226",,522,TRACT NO 10292 LOT 4 BLK 2,COUNTY OF LOS ANGELES,"VAC/AVE R/VIC 132ND STE SUN VILLAGE CA 93543
0000",VAC/AVE R/VIC 132ND STE SUN VILLAGE CA 93543,,
1830,3040-008-016,"$4,104",,522,TRACT NO 10292 LOT 16 BLK 2,COUNTY OF LOS ANGELES,"VAC/AVE R2/VIC 132ND STE SUN VILLAGE CA 93543
0000",VAC/AVE R2/VIC 132ND STE SUN VILLAGE CA 93543,,
1831,3040-008-020,"$4,807",,522,TRACT NO 10292 LOT 20 BLK 2,COUNTY OF LOS ANGELES,"VAC/COR 132ND STE/AVE R2 SUN VILLAGE CA 93543
0000",VAC/COR 132ND STE/AVE R2 SUN VILLAGE CA 93543,,
1832,3040-010-001,"$2,536",,522,TRACT NO 10292 LOT 8 BLK 11,COUNTY OF LOS ANGELES,"VAC/AVE R4/VIC 137TH STE SUN VILLAGE CA 93543
0000",VAC/AVE R4/VIC 137TH STE SUN VILLAGE CA 93543,,
1833,3040-014-035,"$2,687",,522,TR=10292 LOT 18 BLK 20,COUNTY OF LOS ANGELES,"VAC/COR AVE R10/137TH STE SUN VILLAGE CA 93543
0000",VAC/COR AVE R10/137TH STE SUN VILLAGE CA 93543,,
1834,3040-017-015,"$2,269",,522,TRACT NO 8896 LOT 46,COUNTY OF LOS ANGELES,"VAC/AVE R2/VIC 140TH STE SUN VILLAGE CA 93543
0000",VAC/AVE R2/VIC 140TH STE SUN VILLAGE CA 93543,,
1835,3040-017-020,"$3,038",,522,TRACT NO 8896 LOT 51,COUNTY OF LOS ANGELES,"VAC/AVE R2/VIC 142ND STE SUN VILLAGE CA 93543
0000",VAC/AVE R2/VIC 142ND STE SUN VILLAGE CA 93543,,
1836,3040-017-043,"$3,692",,522,TRACT NO 8896 LOT 136,COUNTY OF LOS ANGELES,"VAC/AVE R4/VIC 142ND STE SUN VILLAGE CA 93543
0000",VAC/AVE R4/VIC 142ND STE SUN VILLAGE CA 93543,,
1837,3040-018-013,"$2,983",,522,TRACT NO 8896 LOT 212,COUNTY OF LOS ANGELES,"VAC/AVE R6/VIC 140TH STE SUN VILLAGE CA 93543
0000",VAC/AVE R6/VIC 140TH STE SUN VILLAGE CA 93543,,
1838,3040-018-029,"$2,358",,522,TRACT NO 8896 LOT 290,COUNTY OF LOS ANGELES,"VAC/AVE R6/VIC 140TH STE SUN VILLAGE CA 93543
0000",VAC/AVE R6/VIC 140TH STE SUN VILLAGE CA 93543,,
1839,3040-020-023,"$3,270",,522,TRACT NO 8896 LOT 615,COUNTY OF LOS ANGELES,"VAC/COR AVE R14/142NDSTE SUN VILLAGE CA 93543
0000",VAC/COR AVE R14/142NDSTE SUN VILLAGE CA 93543,,
1840,3040-021-026,"$2,529",,522,TRACT NO 8896 LOT 613,COUNTY OF LOS ANGELES,"VAC/AVE R14/VIC 142ND STE SUN VILLAGE CA 93543
0000",VAC/AVE R14/VIC 142ND STE SUN VILLAGE CA 93543,,
1841,3040-023-040,"$2,028",,522,TRACT NO 8896 LOT 315,COUNTY OF LOS ANGELES,"VAC/COR AVE R8/145TH STE SUN VILLAGE CA 93543
0000",VAC/COR AVE R8/145TH STE SUN VILLAGE CA 93543,,
1842,3040-029-018,"$2,255",,522,TRACT NO 8896 LOT 584,COUNTY OF LOS ANGELES,"VAC/COR AVE 150TH STE/AVE R14 SUN VILLAGE CA
93543 0000",VAC/COR AVE 150TH STE/AVE R14 SUN VILLAGE CA 93543,,
1843,3041-016-019,"$35,977",Y,522,TRACT NO 9488 LOT 529,COUNTY OF LOS ANGELES,10723 E AVENUE R14 LITTLEROCK CA 93543 0000,10723 E AVENUE R14 LITTLEROCK CA 93543,,
1844,3041-022-004,"$6,340",Y,522,RECORD OF SURVEY AS PER BK 58 PG 38 TO 39 OF R S LOT 4,COUNTY OF LOS ANGELES,11808 E AVENUE R LITTLEROCK CA 93543 4115,11808 E AVENUE R LITTLEROCK CA 93543,,
1845,3041-034-017,"$5,954",,522,LICENSED SURVEYOR'S MAP AS PER BK 26 PG 20 OF L S LOT 9,COUNTY OF LOS ANGELES,"VAC/VIC AVE R2/VIC 125TH STE SUN VILLAGE CA
93543 0000",VAC/VIC AVE R2/VIC 125TH STE SUN VILLAGE CA 93543,,
1846,3044-002-009,"$9,290",,522,RECORD OF SURVEY AS PER BK 74 PG 5 TO 8 OF R S W 1/2 OF LOT 4,COUNTY OF LOS ANGELES,"VAC/AVE S(DRT)/VIC 87 STE (DRT) LITTLEROCK CA
93543 0000",VAC/AVE S(DRT)/VIC 87 STE (DRT) LITTLEROCK CA 93543,,
1847,3044-017-014,"$4,878",,522,RECORD OF SURVEY AS PER BK 76 PG 33-34 OF R S LOT 35,COUNTY OF LOS ANGELES,"VAC/COR 115TH STE/AVE S8 SUN VILLAGE CA 93543
0000",VAC/COR 115TH STE/AVE S8 SUN VILLAGE CA 93543,,
1848,3044-031-012,"$4,426",,522,"RECORD OF SURVEY AS PER BK 70 PG 33-34 OF R S THAT PART EX OF ST S OF A
LINE PARALLEL WITH AND DIST SW AT R/A 50 FT FROM A LINE BEARING S 79¢03'44""
E FROM A PT IN W LINE OF SEC 6 T 5N R 10W N THEREON 1347.34 FT FROM SW
COR OF SD SEC OF LOT 21",COUNTY OF LOS ANGELES,"VAC/90TH STE/VIC AVE S12 SUN VILLAGE CA 93543
0000",VAC/90TH STE/VIC AVE S12 SUN VILLAGE CA 93543,,
1849,3046-004-002,"$20,201",Y,522,TRACT # 9210 LOT 540,COUNTY OF LOS ANGELES,9417 E AVENUE T4 LITTLEROCK CA 93543 2719,9417 E AVENUE T4 LITTLEROCK CA 93543,,
1851,3046-021-016,"$5,416",Y,522,TRACT # 23397 LOT 48,COUNTY OF LOS ANGELES,"8809 PEARBLOSSOM HWY LITTLEROCK CA 93543
3116",8809 PEARBLOSSOM HWY LITTLEROCK CA 93543,34.521223,-117.9728893
1852,3046-022-022,"$21,960",,522,W 1/2 OF N 1/2 OF S 1/2 (EX OF STS) OF LOT 1 IN NW 1/4 OF SEC 18 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/89TH STE/ROWLEY ST LITTLEROCK CA 93543
0000",VAC/89TH STE/ROWLEY ST LITTLEROCK CA 93543,,
1853,3047-001-036,"$4,457",,522,"FOR DESC SEE ASSESSORS MAPS*POR OF NE 1/4 OF NW 1/4 OF SEC 21 T 5N R
10W",COUNTY OF LOS ANGELES,"VAC/VIC AVE V4/106 STE PEARBLOSSOM CA 93553
0000",VAC/VIC AVE V4/106 STE PEARBLOSSOM CA 93553,,
1854,3047-001-041,"$8,835",,522,POR OF W 1/2 OF W 1/2 OF E 1/2 NE 1/4 OF NW 1/4 SEC 21 T5NR10W,COUNTY OF LOS ANGELES,"VAC/VIC AVE V4/110 STE PEARBLOSSOM CA 93553
0000",VAC/VIC AVE V4/110 STE PEARBLOSSOM CA 93553,,
1855,3047-007-057,"$3,251",,522,*SW 1/4 OF NE 1/4 OF SE 1/4 OF SW 1/4 OF SEC 21 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC 111TH STE/AVE W12 PEARBLOSSOM CA
93553 0000",VAC/VIC 111TH STE/AVE W12 PEARBLOSSOM CA 93553,,
1856,3047-007-077,"$4,467",,522,SW 1/4 NW 1/4 NE 1/4 SW 1/4 AND NW 1/4 SW 1/4 NE 1/4 SW 1/4 SEC 21 T5N R10W,COUNTY OF LOS ANGELES,"VAC/VIC 108TH STE/AVE V12 PEARBLOSSOM CA
93553 0000",VAC/VIC 108TH STE/AVE V12 PEARBLOSSOM CA 93553,,
1857,3047-021-001,"$16,382",Y,522,RECORD OF SURVEY AS PER BK 76 PG 1 OF R S EX OF ST LOT 1,COUNTY OF LOS ANGELES,"VAC/COR AVE V8/113TH STE LITTLEROCK CA 93543
0000",VAC/COR AVE V8/113TH STE LITTLEROCK CA 93543,,
1858,3048-014-057,"$3,857",,536,"2.5 MORE OR LESS ACS NE 1/4 OF SW 1/4 OF NW 1/4 OF NW 1/4 OF SEC 21 T 5N R
11W",COUNTY OF LOS ANGELES,VAC/VIC 47TH STE/AVE V3 FOOTHILL CA 93550 0000,VAC/VIC 47TH STE/AVE V3 FOOTHILL CA 93550,,
1859,3048-017-029,"$11,612",,536,*N 1/2 OF SW 1/4 OF LOT 10 IN SE 1/4 OF SEC 23 T 5N R 11W,COUNTY OF LOS ANGELES,"VAC/VIC MT EMMA/75TH STE FOOTHILL CA 93550
0000",VAC/VIC MT EMMA/75TH STE FOOTHILL CA 93550,,
1860,3048-021-028,"$9,757",,536,FOR DESC SEE ASSESSOR'S MAPS*POR OF N 1/2 OF NE 1/4 OF SEC 19 T 5N R 10W,COUNTY OF LOS ANGELES,"VAC/CPR AVE V(DRT)/96TH STE(PAV) FOOTHILL CA
93550 0000",VAC/CPR AVE V(DRT)/96TH STE(PAV) FOOTHILL CA 93550,,
1861,3048-023-007,"$63,593",,536,"THAT PART OF SW1/4 OF NE1/4 OF SEC 30 T 5N R 10W LYING E OF H E S NO 91 AND
THAT PART OF S1/2 OF SE1/4 OF NW1/4 OF SD SEC LYING E OF H E S NO 91 AND
THAT PART OF N1/2 OF LOT 4 IN SW1/4 OF SD SEC LYING E OF H E S NO 91 AND ALL
OF H E S NO 91 IN T 5N R 10W AND BLK 5N11",COUNTY OF LOS ANGELES,"VAC/AVE W8/VIC 96TH STE LITTLEROCK CA 93543
0000",VAC/AVE W8/VIC 96TH STE LITTLEROCK CA 93543,,
1862,3048-030-025,"$4,979",,536,"*SW 1/4 OF NE 1/4 OF SE 1/4 (EX OF ST AND EX LAND DESC IN DOC NO 1103940 80-
11-4) OF SEC 20 T 5N R 11W",COUNTY OF LOS ANGELES,"VAC/MT EMMA(PAV)/VIC 47TH STE FOOTHILL CA
93550 0000",VAC/MT EMMA(PAV)/VIC 47TH STE FOOTHILL CA 93550,,
1864,3050-007-012,"$6,674",,522,RECORD OF SURVEY AS PER BK 64 PG 38 TO 40 OF R S LOT 78,CITY-PALMDALE,"VAC/AVE T2/VIC 61ST STE LITTLEROCK CA 93543
0000",VAC/AVE T2/VIC 61ST STE LITTLEROCK CA 93543,,
1865,3051-011-031,"$4,695",,522,"THAT PART (EX OF ST) SW OF LAND DESC IN DOC NO 430, 1-25-68 TO STATE OF
CALIF OF S 1/2 OF SW 1/4 OF SW 1/4 OF SW 1/4 OF SEC 9 T 5N R 11W",COUNTY OF LOS ANGELES,"VAC/47TH STE/CA AQUEDUCT PALMDALE CA 93550
0000",VAC/47TH STE/CA AQUEDUCT PALMDALE CA 93550,,
1866,3051-024-018,"$40,714",,522,RECORD OF SURVEY AS PER BK 72 PG 27 OF R S E 1/2 OF LOT 5,COUNTY OF LOS ANGELES,VAC/AVE T4/VIC 53RD STE PALMDALE CA 93550 0000,VAC/AVE T4/VIC 53RD STE PALMDALE CA 93550,,
1867,3052-005-019,"$8,499",,536,RECORD OF SURVEY AS PER BK 72 PG 23 OF R S LOT 14,CITY-PALMDALE,"VAC/42ND STE/VIC AVE S12 PALMDALE CA 93550
0000",VAC/42ND STE/VIC AVE S12 PALMDALE CA 93550,,
1868,3052-030-011,"$11,611",,536,"THAT PART OF E 13.5 ACS OF W 36.5 ACS OF N 100 ACS OF SW 1/4 OF SEC 8 T 5N R
11W LYING S OF A LINE WHICH EXTENDS FROM A PT IN W LINE OF SD SEC S
THEREON 1400.34 FT FROM W 1/4 COR OF SD SEC N 85¢19'43"" E 142.7 FT AND N
77¢53'30"" E 554.67 FT AND S 83¢34'06"" E",COUNTY OF LOS ANGELES,"VAC/AVE T12/VIC 40TH STE PALMDALE CA 93550
0000",VAC/AVE T12/VIC 40TH STE PALMDALE CA 93550,,
1869,3052-079-050,"$6,436",Y,536,TR=45412 LOT 110,CITY-PALMDALE,36460 SINALOA ST PALMDALE CA 93552 5855,36460 SINALOA ST PALMDALE CA 93552,34.544216,-118.0511229
1871,3053-013-009,"$4,804",,536,ALPINE SPRINGS LOT 1 BLK 16,COUNTY OF LOS ANGELES,"VAC/COR HAROLD BCH/HAROLD GARNER
PALMDALE CA 93550 0000",VAC/COR HAROLD BCH/HAROLD GARNER PALMDALE CA 93550,,
1872,3053-016-008,"$3,339",,536,ALPINE SPRINGS LOT 4 BLK 6,COUNTY OF LOS ANGELES,"VAC/HAROLD 2ND/VIC HAROLD DATE PALMDALE CA
93550 0000",VAC/HAROLD 2ND/VIC HAROLD DATE PALMDALE CA 93550,,
1873,3053-016-015,"$5,029",,536,ALPINE SPRINGS LOT 11 BLK 6,COUNTY OF LOS ANGELES,"VAC/HAROLD 3RD/VIC HAROLD ELM PALMDALE CA
93550 0000",VAC/HAROLD 3RD/VIC HAROLD ELM PALMDALE CA 93550,,
